week,rank,title,artist
2025-09-14,15,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-14,16,A Bar Song (Tipsy),Shaboozey
2025-09-14,17,Beautiful Things,Benson Boone
2025-09-14,18,Just In Case,Morgan Wallen
2025-09-14,19,Good News,Shaboozey
2025-09-14,20,Undressed,sombr
2025-09-14,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-14,22,I'm The Problem,Morgan Wallen
2025-09-14,23,Pink Pony Club,Chappell Roan
2025-09-14,24,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-09-14,25,Back To Friends,sombr
2025-09-14,26,Luther,Kendrick Lamar & SZA
2025-09-14,27,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-09-14,28,Nobody's Son,Sabrina Carpenter
2025-09-14,29,Mystical Magical,Benson Boone
2025-09-14,30,When Did You Get Hot?,Sabrina Carpenter
2025-09-14,31,Happen To Me,Russell Dickerson
2025-09-14,32,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-09-14,33,Yukon,Justin Bieber
2025-09-14,34,Folded,Kehlani
2025-09-14,35,Burning Blue,Mariah the Scientist
2025-09-14,36,Sorry I'm Here For Someone Else,Benson Boone
2025-09-14,37,Man I Need,Olivia Dean
2025-09-14,38,It Depends,Chris Brown Featuring Bryson Tiller
2025-09-14,39,House Tour,Sabrina Carpenter
2025-09-14,40,The Dead Dance,Lady Gaga
2025-09-14,41,Go Go Juice,Sabrina Carpenter
2025-09-14,42,My Man On Willpower,Sabrina Carpenter
2025-09-14,43,Bar None,Jordan Davis
2025-09-14,44,Sugar Talking,Sabrina Carpenter
2025-09-14,45,Worst Way,Riley Green
2025-09-14,46,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-09-14,47,Goodbye,Sabrina Carpenter
2025-09-14,48,No Broke Boys,Disco Lines & Tinashe
2025-09-14,49,Blue Strips,jessie murph
2025-09-14,50,Jealous Type,Doja Cat
2025-09-14,51,Backup Plan,Bailey Zimmerman & Luke Combs
2025-09-14,52,After All The Bars Are Closed,Thomas Rhett
2025-09-14,53,12 To 12,sombr
2025-09-14,54,Back In The Saddle,Luke Combs
2025-09-14,55,Never Getting Laid,Sabrina Carpenter
2025-09-14,56,Sugar On My Tongue,"Tyler, the Creator"
2025-09-14,57,Gabriela,KATSEYE
2025-09-14,58,The Subway,Chappell Roan
2025-09-14,59,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-09-14,60,Revolving Door,Tate McRae
2025-09-14,61,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-09-14,62,Strategy,Twice
2025-09-14,63,House Again,Hudson Westbrook
2025-09-14,64,Somewhere Over Laredo,Lainey Wilson
2025-09-14,65,We Almost Broke Up Again Last Night,Sabrina Carpenter
2025-09-14,66,Speed Demon,Justin Bieber
2025-09-14,67,Just Keep Watching,Tate McRae
2025-09-14,68,6 Months Later,Megan Moroney
2025-09-14,69,wgft,Gunna Featuring Burna Boy
2025-09-14,70,Wildflower,Billie Eilish
2025-09-14,71,What Did I Miss?,Drake
2025-09-14,72,Amen,Shaboozey & Jelly Roll
2025-09-14,73,Don't Worry I'll Make You Worry,Sabrina Carpenter
2025-09-14,74,Eternity,Alex Warren
2025-09-14,75,Better Me For You (Brown Eyes),Max McNown
2025-09-14,76,Your Way's Better,Forrest Frank
2025-09-14,77,Sienna,The Marias
2025-09-14,78,Heart Of Stone,Jelly Roll
2025-09-14,79,Tiramisu,Don Toliver
2025-09-14,80,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-09-14,81,Nice To Meet You,Myles Smith
2025-09-14,82,Last One To Know,Gavin Adcock
2025-09-14,83,Sparks,Coldplay
2025-09-14,84,Marlboro Rojo,Fuerza Regida
2025-09-14,85,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-09-14,86,Party 4 U,Charli xcx
2025-09-14,87,20 Cigarettes,Morgan Wallen
2025-09-14,88,Love Song,Justin Bieber
2025-09-14,89,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-09-14,90,Typa,Glorilla
2025-09-14,91,She Ready,Key Glock
2025-09-14,92,Jump,BLACKPINK
2025-09-14,93,Frecuencia,Dareyes de La Sierra
2025-09-14,94,Good Times & Tan Lines,Zach Top
2025-09-14,95,Let Down,Radiohead
2025-09-14,96,Outside,Cardi B
2025-09-14,97,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-09-14,98,Which One,Drake & Central Cee
2025-09-14,99,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-09-14,100,So Far So Fake,Pierce the Veil
2025-09-21,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-21,2,Ordinary,Alex Warren
2025-09-21,3,Manchild,Sabrina Carpenter
2025-09-21,4,What I Want,Morgan Wallen Featuring Tate McRae
2025-09-21,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-21,6,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-21,7,Love Me Not,Ravyn Lenae
2025-09-21,8,Daisies,Justin Bieber
2025-09-21,9,Lose Control,Teddy Swims
2025-09-21,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-21,11,Die With A Smile,Lady Gaga & Bruno Mars
2025-09-21,12,Tears,Sabrina Carpenter
2025-09-21,13,I Got Better,Morgan Wallen
2025-09-21,14,Mutt,Leon Thomas
2025-09-21,15,A Bar Song (Tipsy),Shaboozey
2025-09-21,16,Beautiful Things,Benson Boone
2025-09-21,17,Just In Case,Morgan Wallen
2025-09-21,18,Undressed,sombr
2025-09-21,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-21,20,Good News,Shaboozey
2025-09-21,21,I'm The Problem,Morgan Wallen
2025-09-21,22,Pink Pony Club,Chappell Roan
2025-09-21,23,Back To Friends,sombr
2025-09-21,24,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-21,25,Mystical Magical,Benson Boone
2025-09-21,26,Luther,Kendrick Lamar & SZA
2025-09-21,27,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-09-21,28,Happen To Me,Russell Dickerson
2025-09-21,29,Folded,Kehlani
2025-09-21,30,Man I Need,Olivia Dean
2025-09-21,31,When Did You Get Hot?,Sabrina Carpenter
2025-09-21,32,Yukon,Justin Bieber
2025-09-21,33,Burning Blue,Mariah the Scientist
2025-09-21,34,It Depends,Chris Brown Featuring Bryson Tiller
2025-09-21,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-09-21,36,Nobody's Son,Sabrina Carpenter
2025-09-21,37,Sorry I'm Here For Someone Else,Benson Boone
2025-09-21,38,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-09-21,39,No Broke Boys,Disco Lines & Tinashe
2025-09-21,40,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-09-21,41,12 To 12,sombr
2025-09-21,42,Worst Way,Riley Green
2025-09-21,43,Bar None,Jordan Davis
2025-09-21,44,The Dead Dance,Lady Gaga
2025-09-21,45,Gabriela,KATSEYE
2025-09-21,46,Revolving Door,Tate McRae
2025-09-21,47,Back In The Saddle,Luke Combs
2025-09-21,48,After All The Bars Are Closed,Thomas Rhett
2025-09-21,49,Jealous Type,Doja Cat
2025-09-21,50,House Tour,Sabrina Carpenter
2025-09-21,51,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-09-21,52,Sugar On My Tongue,"Tyler, the Creator"
2025-09-21,53,Dog House,"Drake, Julia Wolf & Yeat"
2025-09-21,54,House Again,Hudson Westbrook
2025-09-21,55,Just Keep Watching,Tate McRae
2025-09-21,56,6 Months Later,Megan Moroney
2025-09-21,57,Somewhere Over Laredo,Lainey Wilson
2025-09-21,58,Camera,Ed Sheeran
2025-09-21,59,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-09-21,60,Backup Plan,Bailey Zimmerman & Luke Combs
2025-09-21,61,Strategy,Twice
2025-09-21,62,Go Go Juice,Sabrina Carpenter
2025-09-21,63,The Subway,Chappell Roan
2025-09-21,64,Your Way's Better,Forrest Frank
2025-09-21,65,Wildflower,Billie Eilish
2025-09-21,66,wgft,Gunna Featuring Burna Boy
2025-09-21,67,Sugar Talking,Sabrina Carpenter
2025-09-21,68,My Man On Willpower,Sabrina Carpenter
2025-09-21,69,Heart Of Stone,Jelly Roll
2025-09-21,70,Goodbye,Sabrina Carpenter
2025-09-21,71,Last One To Know,Gavin Adcock
2025-09-21,72,Amen,Shaboozey & Jelly Roll
2025-09-21,73,Better Me For You (Brown Eyes),Max McNown
2025-09-21,74,Sienna,The Marias
2025-09-21,75,Eternity,Alex Warren
2025-09-21,76,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-09-21,77,Charlie,Tom MacDonald
2025-09-21,78,Marlboro Rojo,Fuerza Regida
2025-09-21,79,Nice To Meet You,Myles Smith
2025-09-21,80,What Did I Miss?,Drake
2025-09-21,81,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-09-21,82,20 Cigarettes,Morgan Wallen
2025-09-21,83,City Walls,Twenty One Pilots
2025-09-21,84,Never Getting Laid,Sabrina Carpenter
2025-09-21,85,Sparks,Coldplay
2025-09-21,86,Breakin' Dishes,Rihanna
2025-09-21,87,Typa,Glorilla
2025-09-21,88,How Far Does A Goodbye Go,Jason Aldean
2025-09-21,89,I'm A Little Crazy,Morgan Wallen
2025-09-21,90,Shot Callin,YoungBoy Never Broke Again
2025-09-21,91,We Almost Broke Up Again Last Night,Sabrina Carpenter
2025-09-21,92,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-09-21,93,Outside,Cardi B
2025-09-21,94,Frecuencia,Dareyes de La Sierra
2025-09-21,95,Jump,BLACKPINK
2025-09-21,96,She Ready,Key Glock
2025-09-21,97,Gnarly,KATSEYE
2025-09-21,98,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-09-21,99,Which One,Drake & Central Cee
2025-09-21,100,Let Down,Radiohead
2025-09-28,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-28,2,Ordinary,Alex Warren
2025-09-28,3,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-28,4,What I Want,Morgan Wallen Featuring Tate McRae
2025-09-28,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-28,6,Manchild,Sabrina Carpenter
2025-09-28,7,Lose Control,Teddy Swims
2025-09-28,8,Daisies,Justin Bieber
2025-09-28,9,Love Me Not,Ravyn Lenae
2025-09-28,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-09-28,11,I Got Better,Morgan Wallen
2025-09-28,12,Mutt,Leon Thomas
2025-09-28,13,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-28,14,Beautiful Things,Benson Boone
2025-09-28,15,A Bar Song (Tipsy),Shaboozey
2025-09-28,16,Undressed,sombr
2025-09-28,17,Tears,Sabrina Carpenter
2025-09-28,18,Just In Case,Morgan Wallen
2025-09-28,19,Pink Pony Club,Chappell Roan
2025-09-28,20,Good News,Shaboozey
2025-09-28,21,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-28,22,Folded,Kehlani
2025-09-28,23,Back To Friends,sombr
2025-09-28,24,I'm The Problem,Morgan Wallen
2025-09-28,25,Man I Need,Olivia Dean
2025-09-28,26,Safe,Cardi B Featuring Kehlani
2025-09-28,27,Mystical Magical,Benson Boone
2025-09-28,28,Luther,Kendrick Lamar & SZA
2025-09-28,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-28,30,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-09-28,31,It Depends,Chris Brown Featuring Bryson Tiller
2025-09-28,32,When Did You Get Hot?,Sabrina Carpenter
2025-09-28,33,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-09-28,34,Burning Blue,Mariah the Scientist
2025-09-28,35,Yukon,Justin Bieber
2025-09-28,36,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-09-28,37,Magnet,Cardi B
2025-09-28,38,Romantic Homicide,d4vd
2025-09-28,39,Sorry I'm Here For Someone Else,Benson Boone
2025-09-28,40,Happen To Me,Russell Dickerson
2025-09-28,41,No Broke Boys,Disco Lines & Tinashe
2025-09-28,42,Outside,Cardi B
2025-09-28,43,Pretty & Petty,Cardi B
2025-09-28,44,Bar None,Jordan Davis
2025-09-28,45,Pick It Up,Cardi B Featuring Selena Gomez
2025-09-28,46,Hello,Cardi B
2025-09-28,47,Dead,Cardi B Featuring Summer Walker
2025-09-28,48,12 To 12,sombr
2025-09-28,49,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-09-28,50,Worst Way,Riley Green
2025-09-28,51,Nobody's Son,Sabrina Carpenter
2025-09-28,52,Revolving Door,Tate McRae
2025-09-28,53,Bodega Baddie,Cardi B
2025-09-28,54,Back In The Saddle,Luke Combs
2025-09-28,55,Sugar On My Tongue,"Tyler, the Creator"
2025-09-28,56,Gabriela,KATSEYE
2025-09-28,57,Jealous Type,Doja Cat
2025-09-28,58,House Again,Hudson Westbrook
2025-09-28,59,Somewhere Over Laredo,Lainey Wilson
2025-09-28,60,The Dead Dance,Lady Gaga
2025-09-28,61,Wildflower,Billie Eilish
2025-09-28,62,6 Months Later,Megan Moroney
2025-09-28,63,What's Goin On,Cardi B Featuring Lizzo
2025-09-28,64,Heart Of Stone,Jelly Roll
2025-09-28,65,ErrTime,Cardi B
2025-09-28,66,Imaginary Playerz,Cardi B
2025-09-28,67,Just Keep Watching,Tate McRae
2025-09-28,68,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-09-28,69,Strategy,Twice
2025-09-28,70,Man Of Your Word,Cardi B Featuring Dougie F
2025-09-28,71,House Tour,Sabrina Carpenter
2025-09-28,72,Better Me For You (Brown Eyes),Max McNown
2025-09-28,73,Salute,Cardi B
2025-09-28,74,Last One To Know,Gavin Adcock
2025-09-28,75,The Subway,Chappell Roan
2025-09-28,76,wgft,Gunna Featuring Burna Boy
2025-09-28,77,Amen,Shaboozey & Jelly Roll
2025-09-28,78,Eternity,Alex Warren
2025-09-28,79,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-09-28,80,Marlboro Rojo,Fuerza Regida
2025-09-28,81,Shower Tears,Cardi B Featuring Summer Walker
2025-09-28,82,Nice To Meet You,Myles Smith
2025-09-28,83,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-09-28,84,Shot Callin,YoungBoy Never Broke Again
2025-09-28,85,Better Than You,Cardi B Featuring Cash Cobain
2025-09-28,86,Sparks,Coldplay
2025-09-28,87,Sienna,The Marias
2025-09-28,88,Go Go Juice,Sabrina Carpenter
2025-09-28,89,Breakin' Dishes,Rihanna
2025-09-28,90,Holy Water,Marshmello x Jelly Roll
2025-09-28,91,20 Cigarettes,Morgan Wallen
2025-09-28,92,Principal,Cardi B Featuring Janet Jackson
2025-09-28,93,Camera,Ed Sheeran
2025-09-28,94,Sugar Talking,Sabrina Carpenter
2025-09-28,95,My Man On Willpower,Sabrina Carpenter
2025-09-28,96,Which One,Drake & Central Cee
2025-09-28,97,Goodbye,Sabrina Carpenter
2025-09-28,98,Darlin',Chase Matthew
2025-09-28,99,Went Legit,G Herbo
2025-09-28,100,What Did I Miss?,Drake
