week,rank,title,artist
2025-04-20,67,Holy Smokes,Bailey Zimmerman
2025-04-20,68,Caramel,Sleep Token
2025-04-20,69,End Of The World,Miley Cyrus
2025-04-20,70,Love Me Not,Ravyn Lenae
2025-04-20,71,Gimme A Hug,Drake
2025-04-20,72,Fix What You Didn't Break,Nate Smith
2025-04-20,73,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-04-20,74,Texas,Blake Shelton
2025-04-20,75,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-04-20,76,No Pole,Don Toliver
2025-04-20,77,Chest Pain (I Love),Malcolm Todd
2025-04-20,78,Are You Even Real,Teddy Swims & GIVEON
2025-04-20,79,EOO,Bad Bunny
2025-04-20,80,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-04-20,81,Blue Strips,jessie murph
2025-04-20,82,The Largest,BigXthaPlug
2025-04-20,83,Morena,Neton Vega & Peso Pluma
2025-04-20,84,Undressed,sombr
2025-04-20,85,Feel It,d4vd
2025-04-20,86,Backseat Driver,Kane Brown
2025-04-20,87,Evil J0rdan,Playboi Carti
2025-04-20,88,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-04-20,89,Nuevayol,Bad Bunny
2025-04-20,90,"Henry, Come On",Lana Del Rey
2025-04-20,91,Haunted,Kane Brown With Jelly Roll
2025-04-20,92,Tattoo,Tito Double P
2025-04-20,93,Headlock,Imogen Heap
2025-04-20,94,Hands Of Time,Eric Church
2025-04-20,95,Por Esos Ojos,Fuerza Regida
2025-04-20,96,like JENNIE,JENNIE
2025-04-20,97,Not At This Party,Dasha
2025-04-20,98,Whiskey Drink,Jason Aldean
2025-04-20,99,Little Things,Ella Mai
2025-04-20,100,Dandelion,Ariana Grande
2025-04-27,1,Luther,Kendrick Lamar & SZA
2025-04-27,2,Die With A Smile,Lady Gaga & Bruno Mars
2025-04-27,3,Ordinary,Alex Warren
2025-04-27,4,Nokia,Drake
2025-04-27,5,A Bar Song (Tipsy),Shaboozey
2025-04-27,6,Pink Pony Club,Chappell Roan
2025-04-27,7,I'm The Problem,Morgan Wallen
2025-04-27,8,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-04-27,9,Lose Control,Teddy Swims
2025-04-27,10,Beautiful Things,Benson Boone
2025-04-27,11,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-04-27,12,Anxiety,Doechii
2025-04-27,13,Birds Of A Feather,Billie Eilish
2025-04-27,14,Just In Case,Morgan Wallen
2025-04-27,15,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-04-27,16,APT.,ROSE & Bruno Mars
2025-04-27,17,Love Somebody,Morgan Wallen
2025-04-27,18,Mutt,Leon Thomas
2025-04-27,19,Espresso,Sabrina Carpenter
2025-04-27,20,That's So True,Gracie Abrams
2025-04-27,21,Not Like Us,Kendrick Lamar
2025-04-27,22,Messy,Lola Young
2025-04-27,23,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-04-27,24,30 For 30,SZA With Kendrick Lamar
2025-04-27,25,Sports Car,Tate McRae
2025-04-27,26,Abracadabra,Lady Gaga
2025-04-27,27,Squabble Up,Kendrick Lamar
2025-04-27,28,Stargazing,Myles Smith
2025-04-27,29,No One Noticed,The Marias
2025-04-27,30,Bad Dreams,Teddy Swims
2025-04-27,31,I Never Lie,Zach Top
2025-04-27,32,Timeless,The Weeknd & Playboi Carti
2025-04-27,33,Taste,Sabrina Carpenter
2025-04-27,34,Sorry I'm Here For Someone Else,Benson Boone
2025-04-27,35,Blue Strips,jessie murph
2025-04-27,36,Worst Way,Riley Green
2025-04-27,37,Good News,Shaboozey
2025-04-27,38,Sailor Song,Gigi Perez
2025-04-27,39,Weren't For The Wind,Ella Langley
2025-04-27,40,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-04-27,41,I'm A Little Crazy,Morgan Wallen
2025-04-27,42,Azizam,Ed Sheeran
2025-04-27,43,Wildflower,Billie Eilish
2025-04-27,44,Cry For Me,The Weeknd
2025-04-27,45,Dark Thoughts,Lil Tecca
2025-04-27,46,Residuals,Chris Brown
2025-04-27,47,Denial Is A River,Doechii
2025-04-27,48,DTMF,Bad Bunny
2025-04-27,49,Indigo,Sam Barber Featuring Avery Anna
2025-04-27,50,Am I Okay?,Megan Moroney
2025-04-27,51,Back To Friends,sombr
2025-04-27,52,Me Jalo,Fuerza Regida & Grupo Frontera
2025-04-27,53,Love Me Not,Ravyn Lenae
2025-04-27,54,Smile,Morgan Wallen
2025-04-27,55,Twilight Zone,Ariana Grande
2025-04-27,56,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-04-27,57,Undressed,sombr
2025-04-27,58,Revolving Door,Tate McRae
2025-04-27,59,Baile Inolvidable,Bad Bunny
2025-04-27,60,Rather Lie,Playboi Carti & The Weeknd
2025-04-27,61,The Giver,Chappell Roan
2025-04-27,62,Peekaboo,Kendrick Lamar Featuring AzChike
2025-04-27,63,BMF,SZA
2025-04-27,64,Fix What You Didn't Break,Nate Smith
2025-04-27,65,Holy Smokes,Bailey Zimmerman
2025-04-27,66,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-04-27,67,Te Queria Ver,Aleman X Neton Vega
2025-04-27,68,Friends Like That,John Morgan Featuring Jason Aldean
2025-04-27,69,Loco,Neton Vega
2025-04-27,70,Texas,Blake Shelton
2025-04-27,71,Happen To Me,Russell Dickerson
2025-04-27,72,Your Way's Better,Forrest Frank
2025-04-27,73,Backseat Driver,Kane Brown
2025-04-27,74,Busy Woman,Sabrina Carpenter
2025-04-27,75,Are You Even Real,Teddy Swims & GIVEON
2025-04-27,76,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias"
2025-04-27,77,EOO,Bad Bunny
2025-04-27,78,Steve's Lava Chicken,Jack Black
2025-04-27,79,The Largest,BigXthaPlug
2025-04-27,80,No Pole,Don Toliver
2025-04-27,81,Feel It,d4vd
2025-04-27,82,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-04-27,83,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-04-27,84,Morena,Neton Vega & Peso Pluma
2025-04-27,85,Haunted,Kane Brown With Jelly Roll
2025-04-27,86,Gimme A Hug,Drake
2025-04-27,87,Headphones On,Addison Rae
2025-04-27,88,End Of The World,Miley Cyrus
2025-04-27,89,Whiskey Drink,Jason Aldean
2025-04-27,90,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-04-27,91,Forever To Me,Cole Swindell
2025-04-27,92,Whim Whamiee,PLUTO & YKNIECE
2025-04-27,93,Chest Pain (I Love),Malcolm Todd
2025-04-27,94,Nuevayol,Bad Bunny
2025-04-27,95,Party 4 U,Charli xcx
2025-04-27,96,Actin Up,Tommy Richman
2025-04-27,97,Tattoo,Tito Double P
2025-04-27,98,House Again,Hudson Westbrook
2025-04-27,99,like JENNIE,JENNIE
2025-04-27,100,Caramel,Sleep Token
2025-05-04,1,Luther,Kendrick Lamar & SZA
2025-05-04,2,Ordinary,Alex Warren
2025-05-04,3,Die With A Smile,Lady Gaga & Bruno Mars
2025-05-04,4,Nokia,Drake
2025-05-04,5,A Bar Song (Tipsy),Shaboozey
2025-05-04,6,Pink Pony Club,Chappell Roan
2025-05-04,7,Lose Control,Teddy Swims
2025-05-04,8,I'm The Problem,Morgan Wallen
2025-05-04,9,Beautiful Things,Benson Boone
2025-05-04,10,Anxiety,Doechii
2025-05-04,11,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-05-04,12,Birds Of A Feather,Billie Eilish
2025-05-04,13,Just In Case,Morgan Wallen
2025-05-04,14,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-05-04,15,Mutt,Leon Thomas
2025-05-04,16,That's So True,Gracie Abrams
2025-05-04,17,Love Somebody,Morgan Wallen
2025-05-04,18,Blue Strips,jessie murph
2025-05-04,19,Espresso,Sabrina Carpenter
2025-05-04,20,APT.,ROSE & Bruno Mars
2025-05-04,21,Messy,Lola Young
2025-05-04,22,Not Like Us,Kendrick Lamar
2025-05-04,23,30 For 30,SZA With Kendrick Lamar
2025-05-04,24,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-05-04,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-05-04,26,No One Noticed,The Marias
2025-05-04,27,I Never Lie,Zach Top
2025-05-04,28,Squabble Up,Kendrick Lamar
2025-05-04,29,Stargazing,Myles Smith
2025-05-04,30,Taste,Sabrina Carpenter
2025-05-04,31,Bad Dreams,Teddy Swims
2025-05-04,32,Sports Car,Tate McRae
2025-05-04,33,Sorry I'm Here For Someone Else,Benson Boone
2025-05-04,34,Abracadabra,Lady Gaga
2025-05-04,35,Timeless,The Weeknd & Playboi Carti
2025-05-04,36,What Was That,Lorde
2025-05-04,37,Worst Way,Riley Green
2025-05-04,38,Good News,Shaboozey
2025-05-04,39,Money On Money,Young Thug Featuring Future
2025-05-04,40,Mystical Magical,Benson Boone
2025-05-04,41,Weren't For The Wind,Ella Langley
2025-05-04,42,Sailor Song,Gigi Perez
2025-05-04,43,Wildflower,Billie Eilish
2025-05-04,44,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-05-04,45,Cry For Me,The Weeknd
2025-05-04,46,Dark Thoughts,Lil Tecca
2025-05-04,47,Damocles,Sleep Token
2025-05-04,48,Indigo,Sam Barber Featuring Avery Anna
2025-05-04,49,Azizam,Ed Sheeran
2025-05-04,50,Back To Friends,sombr
2025-05-04,51,Residuals,Chris Brown
2025-05-04,52,DTMF,Bad Bunny
2025-05-04,53,Love Me Not,Ravyn Lenae
2025-05-04,54,Am I Okay?,Megan Moroney
2025-05-04,55,I'm A Little Crazy,Morgan Wallen
2025-05-04,56,Undressed,sombr
2025-05-04,57,Party 4 U,Charli xcx
2025-05-04,58,Me Jalo,Fuerza Regida & Grupo Frontera
2025-05-04,59,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-05-04,60,Denial Is A River,Doechii
2025-05-04,61,Texas,Blake Shelton
2025-05-04,62,Your Way's Better,Forrest Frank
2025-05-04,63,After All The Bars Are Closed,Thomas Rhett
2025-05-04,64,Peekaboo,Kendrick Lamar Featuring AzChike
2025-05-04,65,Revolving Door,Tate McRae
2025-05-04,66,Twilight Zone,Ariana Grande
2025-05-04,67,Fix What You Didn't Break,Nate Smith
2025-05-04,68,Baile Inolvidable,Bad Bunny
2025-05-04,69,Smile,Morgan Wallen
2025-05-04,70,Rather Lie,Playboi Carti & The Weeknd
2025-05-04,71,Happen To Me,Russell Dickerson
2025-05-04,72,House Again,Hudson Westbrook
2025-05-04,73,Holy Smokes,Bailey Zimmerman
2025-05-04,74,Backseat Driver,Kane Brown
2025-05-04,75,Feel It,d4vd
2025-05-04,76,Te Queria Ver,Aleman X Neton Vega
2025-05-04,77,Amen,Shaboozey & Jelly Roll
2025-05-04,78,Loco,Neton Vega
2025-05-04,79,My World,Chuckyy
2025-05-04,80,The Giver,Chappell Roan
2025-05-04,81,EOO,Bad Bunny
2025-05-04,82,BMF,SZA
2025-05-04,83,Are You Even Real,Teddy Swims & GIVEON
2025-05-04,84,Busy Woman,Sabrina Carpenter
2025-05-04,85,Whim Whamiee,PLUTO & YKNIECE
2025-05-04,86,The Largest,BigXthaPlug
2025-05-04,87,No Pole,Don Toliver
2025-05-04,88,Steve's Lava Chicken,Jack Black
2025-05-04,89,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-05-04,90,Morena,Neton Vega & Peso Pluma
2025-05-04,91,Whiskey Drink,Jason Aldean
2025-05-04,92,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-05-04,93,End Of The World,Miley Cyrus
2025-05-04,94,Friends Like That,John Morgan Featuring Jason Aldean
2025-05-04,95,Haunted,Kane Brown With Jelly Roll
2025-05-04,96,Caramel,Sleep Token
2025-05-04,97,"3,2,1",Tucker Wetmore
2025-05-04,98,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-05-04,99,Ribs,Lorde
2025-05-04,100,Gimme A Hug,Drake
2025-05-11,1,Luther,Kendrick Lamar & SZA
2025-05-11,2,Ordinary,Alex Warren
2025-05-11,3,Die With A Smile,Lady Gaga & Bruno Mars
2025-05-11,4,A Bar Song (Tipsy),Shaboozey
2025-05-11,5,Nokia,Drake
2025-05-11,6,Pink Pony Club,Chappell Roan
2025-05-11,7,Lose Control,Teddy Swims
2025-05-11,8,Beautiful Things,Benson Boone
2025-05-11,9,Anxiety,Doechii
2025-05-11,10,I'm The Problem,Morgan Wallen
2025-05-11,11,Birds Of A Feather,Billie Eilish
2025-05-11,12,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-05-11,13,Mutt,Leon Thomas
2025-05-11,14,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-05-11,15,Blue Strips,jessie murph
2025-05-11,16,Love Somebody,Morgan Wallen
2025-05-11,17,Just In Case,Morgan Wallen
2025-05-11,18,Messy,Lola Young
2025-05-11,19,Espresso,Sabrina Carpenter
2025-05-11,20,APT.,ROSE & Bruno Mars
2025-05-11,21,That's So True,Gracie Abrams
2025-05-11,22,Not Like Us,Kendrick Lamar
2025-05-11,23,30 For 30,SZA With Kendrick Lamar
2025-05-11,24,I Never Lie,Zach Top
2025-05-11,25,Burning Blue,Mariah the Scientist
2025-05-11,26,Stargazing,Myles Smith
2025-05-11,27,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-05-11,28,No One Noticed,The Marias
2025-05-11,29,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-05-11,30,Bad Dreams,Teddy Swims
2025-05-11,31,Abracadabra,Lady Gaga
2025-05-11,32,Sorry I'm Here For Someone Else,Benson Boone
2025-05-11,33,Worst Way,Riley Green
2025-05-11,34,Sports Car,Tate McRae
2025-05-11,35,Squabble Up,Kendrick Lamar
2025-05-11,36,Backup Plan,Bailey Zimmerman & Luke Combs
2025-05-11,37,Timeless,The Weeknd & Playboi Carti
2025-05-11,38,Taste,Sabrina Carpenter
2025-05-11,39,Good News,Shaboozey
2025-05-11,40,Weren't For The Wind,Ella Langley
2025-05-11,41,Love Me Not,Ravyn Lenae
2025-05-11,42,Wildflower,Billie Eilish
2025-05-11,43,Sailor Song,Gigi Perez
2025-05-11,44,Undressed,sombr
2025-05-11,45,Mystical Magical,Benson Boone
2025-05-11,46,Cry For Me,The Weeknd
2025-05-11,47,Back To Friends,sombr
2025-05-11,48,Dark Thoughts,Lil Tecca
2025-05-11,49,Azizam,Ed Sheeran
2025-05-11,50,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-05-11,51,Indigo,Sam Barber Featuring Avery Anna
2025-05-11,52,Residuals,Chris Brown
2025-05-11,53,Am I Okay?,Megan Moroney
2025-05-11,54,DTMF,Bad Bunny
2025-05-11,55,Party 4 U,Charli xcx
2025-05-11,56,I'm A Little Crazy,Morgan Wallen
2025-05-11,57,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-05-11,58,Happen To Me,Russell Dickerson
2025-05-11,59,Me Jalo,Fuerza Regida & Grupo Frontera
2025-05-11,60,What Was That,Lorde
2025-05-11,61,Your Way's Better,Forrest Frank
2025-05-11,62,After All The Bars Are Closed,Thomas Rhett
2025-05-11,63,Peekaboo,Kendrick Lamar Featuring AzChike
2025-05-11,64,Por Esos Ojos,Fuerza Regida
2025-05-11,65,Revolving Door,Tate McRae
2025-05-11,66,Baile Inolvidable,Bad Bunny
2025-05-11,67,Backseat Driver,Kane Brown
2025-05-11,68,Rather Lie,Playboi Carti & The Weeknd
2025-05-11,69,Twilight Zone,Ariana Grande
2025-05-11,70,Hands Of Time,Eric Church
2025-05-11,71,Money On Money,Young Thug Featuring Future
2025-05-11,72,Texas,Blake Shelton
2025-05-11,73,Denial Is A River,Doechii
2025-05-11,74,House Again,Hudson Westbrook
2025-05-11,75,Smile,Morgan Wallen
2025-05-11,76,Priceless,Maroon 5 & LISA
2025-05-11,77,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-05-11,78,Amen,Shaboozey & Jelly Roll
2025-05-11,79,Thought It Was Love,Ty Myers
2025-05-11,80,EOO,Bad Bunny
2025-05-11,81,Whim Whamiee,PLUTO & YKNIECE
2025-05-11,82,Feel It,d4vd
2025-05-11,83,Whiskey Drink,Jason Aldean
2025-05-11,84,Are You Even Real,Teddy Swims & GIVEON
2025-05-11,85,Loco,Neton Vega
2025-05-11,86,Busy Woman,Sabrina Carpenter
2025-05-11,87,The Largest,BigXthaPlug
2025-05-11,88,Te Queria Ver,Aleman X Neton Vega
2025-05-11,89,Old Phone,Ed Sheeran
2025-05-11,90,Fix What You Didn't Break,Nate Smith
2025-05-11,91,My World,Chuckyy
2025-05-11,92,Gnarly,KATSEYE
2025-05-11,93,Morena,Neton Vega & Peso Pluma
2025-05-11,94,Holy Smokes,Bailey Zimmerman
2025-05-11,95,Me Prometi,Ivan Cornejo
2025-05-11,96,BMF,SZA
2025-05-11,97,Haunted,Kane Brown With Jelly Roll
2025-05-11,98,Steve's Lava Chicken,Jack Black
2025-05-11,99,The Days,CHRYSTAL
2025-05-11,100,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-05-18,1,Luther,Kendrick Lamar & SZA
2025-05-18,2,Ordinary,Alex Warren
2025-05-18,3,Die With A Smile,Lady Gaga & Bruno Mars
2025-05-18,4,A Bar Song (Tipsy),Shaboozey
2025-05-18,5,Nokia,Drake
2025-05-18,6,I'm The Problem,Morgan Wallen
2025-05-18,7,Lose Control,Teddy Swims
2025-05-18,8,Beautiful Things,Benson Boone
2025-05-18,9,Pink Pony Club,Chappell Roan
2025-05-18,10,Anxiety,Doechii
2025-05-18,11,Just In Case,Morgan Wallen
2025-05-18,12,Birds Of A Feather,Billie Eilish
2025-05-18,13,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-05-18,14,Timeless,The Weeknd & Playboi Carti
2025-05-18,15,Blue Strips,jessie murph
2025-05-18,16,Superman,Morgan Wallen
2025-05-18,17,Mutt,Leon Thomas
2025-05-18,18,Love Somebody,Morgan Wallen
2025-05-18,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-05-18,20,Messy,Lola Young
2025-05-18,21,Espresso,Sabrina Carpenter
2025-05-18,22,APT.,ROSE & Bruno Mars
2025-05-18,23,Not Like Us,Kendrick Lamar
2025-05-18,24,30 For 30,SZA With Kendrick Lamar
2025-05-18,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-05-18,26,That's So True,Gracie Abrams
2025-05-18,27,Stargazing,Myles Smith
2025-05-18,28,Burning Blue,Mariah the Scientist
2025-05-18,29,Worst Way,Riley Green
2025-05-18,30,Sorry I'm Here For Someone Else,Benson Boone
2025-05-18,31,I Never Lie,Zach Top
2025-05-18,32,No One Noticed,The Marias
2025-05-18,33,Sports Car,Tate McRae
2025-05-18,34,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-05-18,35,Weren't For The Wind,Ella Langley
2025-05-18,36,Abracadabra,Lady Gaga
2025-05-18,37,Undressed,sombr
2025-05-18,38,Squabble Up,Kendrick Lamar
2025-05-18,39,Am I Okay?,Megan Moroney
2025-05-18,40,Taste,Sabrina Carpenter
2025-05-18,41,Bad Dreams,Teddy Swims
2025-05-18,42,Mystical Magical,Benson Boone
2025-05-18,43,Love Me Not,Ravyn Lenae
2025-05-18,44,Wildflower,Billie Eilish
2025-05-18,45,Back To Friends,sombr
2025-05-18,46,Cry For Me,The Weeknd
2025-05-18,47,Sailor Song,Gigi Perez
2025-05-18,48,Good News,Shaboozey
2025-05-18,49,Dark Thoughts,Lil Tecca
2025-05-18,50,Backup Plan,Bailey Zimmerman & Luke Combs
2025-05-18,51,DTMF,Bad Bunny
2025-05-18,52,I'm A Little Crazy,Morgan Wallen
2025-05-18,53,Indigo,Sam Barber Featuring Avery Anna
2025-05-18,54,Azizam,Ed Sheeran
2025-05-18,55,Happen To Me,Russell Dickerson
2025-05-18,56,Dangerous,Sleep Token
2025-05-18,57,Caramel,Sleep Token
2025-05-18,58,Emergence,Sleep Token
2025-05-18,59,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-05-18,60,Party 4 U,Charli xcx
2025-05-18,61,Even In Arcadia,Sleep Token
2025-05-18,62,After All The Bars Are Closed,Thomas Rhett
2025-05-18,63,Your Way's Better,Forrest Frank
2025-05-18,64,Amen,Shaboozey & Jelly Roll
2025-05-18,65,Me Jalo,Fuerza Regida & Grupo Frontera
2025-05-18,66,Look To Windward,Sleep Token
2025-05-18,67,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-05-18,68,Smile,Morgan Wallen
2025-05-18,69,Peekaboo,Kendrick Lamar Featuring AzChike
2025-05-18,70,Past Self,Sleep Token
2025-05-18,71,Revolving Door,Tate McRae
2025-05-18,72,Damocles,Sleep Token
2025-05-18,73,Baile Inolvidable,Bad Bunny
2025-05-18,74,Marlboro Rojo,Fuerza Regida
2025-05-18,75,Gethsemane,Sleep Token
2025-05-18,76,Rather Lie,Playboi Carti & The Weeknd
2025-05-18,77,Provider,Sleep Token
2025-05-18,78,Backseat Driver,Kane Brown
2025-05-18,79,Twilight Zone,Ariana Grande
2025-05-18,80,Por Esos Ojos,Fuerza Regida
2025-05-18,81,What Was That,Lorde
2025-05-18,82,EOO,Bad Bunny
2025-05-18,83,House Again,Hudson Westbrook
2025-05-18,84,Whiskey Drink,Jason Aldean
2025-05-18,85,Busy Woman,Sabrina Carpenter
2025-05-18,86,You Had To Be There,Megan Moroney & Kenny Chesney
2025-05-18,87,Hands Of Time,Eric Church
2025-05-18,88,Feel It,d4vd
2025-05-18,89,Whim Whamiee,PLUTO & YKNIECE
2025-05-18,90,The Largest,BigXthaPlug
2025-05-18,91,Nope Your Too Late I Already Died,wifiskeleton & i wanna be a jack-o-lantern
2025-05-18,92,Fix What You Didn't Break,Nate Smith
2025-05-18,93,Texas,Blake Shelton
2025-05-18,94,Thought It Was Love,Ty Myers
2025-05-18,95,Loco,Neton Vega
2025-05-18,96,Are You Even Real,Teddy Swims & GIVEON
2025-05-18,97,Denial Is A River,Doechii
2025-05-18,98,Money On Money,Young Thug Featuring Future
2025-05-18,99,Ribs,Lorde
2025-05-18,100,Infinite Baths,Sleep Token
2025-05-25,1,What I Want,Morgan Wallen Featuring Tate McRae
2025-05-25,2,Just In Case,Morgan Wallen
2025-05-25,3,I'm The Problem,Morgan Wallen
2025-05-25,4,Ordinary,Alex Warren
2025-05-25,5,Luther,Kendrick Lamar & SZA
2025-05-25,6,Die With A Smile,Lady Gaga & Bruno Mars
2025-05-25,7,I Got Better,Morgan Wallen
2025-05-25,8,Superman,Morgan Wallen
2025-05-25,9,A Bar Song (Tipsy),Shaboozey
2025-05-25,10,Love Somebody,Morgan Wallen
2025-05-25,11,Lose Control,Teddy Swims
2025-05-25,12,Nokia,Drake
2025-05-25,13,Anxiety,Doechii
2025-05-25,14,Beautiful Things,Benson Boone
2025-05-25,15,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-05-25,16,Pink Pony Club,Chappell Roan
2025-05-25,17,Birds Of A Feather,Billie Eilish
2025-05-25,18,Mutt,Leon Thomas
2025-05-25,19,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-05-25,20,20 Cigarettes,Morgan Wallen
2025-05-25,21,Kick Myself,Morgan Wallen
2025-05-25,22,Eyes Are Closed,Morgan Wallen
2025-05-25,23,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-05-25,24,Espresso,Sabrina Carpenter
2025-05-25,25,Falling Apart,Morgan Wallen
2025-05-25,26,Blue Strips,jessie murph
2025-05-25,27,Messy,Lola Young
2025-05-25,28,APT.,ROSE & Bruno Mars
2025-05-25,29,"Skoal, Chevy, And Browning",Morgan Wallen
2025-05-25,30,Timeless,The Weeknd & Playboi Carti
2025-05-25,31,TN,Morgan Wallen
2025-05-25,32,Where'd That Girl Go,Morgan Wallen
2025-05-25,33,30 For 30,SZA With Kendrick Lamar
2025-05-25,34,Kiss Her In Front Of You,Morgan Wallen
2025-05-25,35,Worst Way,Riley Green
2025-05-25,36,That's So True,Gracie Abrams
2025-05-25,37,Burning Blue,Mariah the Scientist
2025-05-25,38,Sorry I'm Here For Someone Else,Benson Boone
2025-05-25,39,Sports Car,Tate McRae
2025-05-25,40,I'm A Little Crazy,Morgan Wallen
2025-05-25,41,If You Were Mine,Morgan Wallen
2025-05-25,42,Missing,Morgan Wallen
2025-05-25,43,No One Noticed,The Marias
2025-05-25,44,Weren't For The Wind,Ella Langley
2025-05-25,45,Smile,Morgan Wallen
2025-05-25,46,Genesis,Morgan Wallen
2025-05-25,47,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-05-25,48,Don't We,Morgan Wallen
2025-05-25,49,Undressed,sombr
2025-05-25,50,Dark Til Daylight,Morgan Wallen
2025-05-25,51,Interlude,Morgan Wallen
2025-05-25,52,Number 3 And Number 7,Morgan Wallen Featuring Eric Church
2025-05-25,53,Abracadabra,Lady Gaga
2025-05-25,54,Revelation,Morgan Wallen
2025-05-25,55,Squabble Up,Kendrick Lamar
2025-05-25,56,Am I Okay?,Megan Moroney
2025-05-25,57,Mystical Magical,Benson Boone
2025-05-25,58,Wildflower,Billie Eilish
2025-05-25,59,Love Me Not,Ravyn Lenae
2025-05-25,60,Jack And Jill,Morgan Wallen
2025-05-25,61,Cry For Me,The Weeknd
2025-05-25,62,Back To Friends,sombr
2025-05-25,63,Come Back As A Redneck,Morgan Wallen Featuring HARDY
2025-05-25,64,Good News,Shaboozey
2025-05-25,65,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-05-25,66,DTMF,Bad Bunny
2025-05-25,67,Dark Thoughts,Lil Tecca
2025-05-25,68,Backup Plan,Bailey Zimmerman & Luke Combs
2025-05-25,69,The Dealer,Morgan Wallen Featuring ERNEST
2025-05-25,70,Leavin's The Least I Could Do,Morgan Wallen
2025-05-25,71,Party 4 U,Charli xcx
2025-05-25,72,Drinking Til It Does,Morgan Wallen
2025-05-25,73,Nothin' Left,Morgan Wallen
2025-05-25,74,Azizam,Ed Sheeran
2025-05-25,75,Happen To Me,Russell Dickerson
2025-05-25,76,Your Way's Better,Forrest Frank
2025-05-25,77,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-05-25,78,Indigo,Sam Barber Featuring Avery Anna
2025-05-25,79,LA Night,Morgan Wallen
2025-05-25,80,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-05-25,81,After All The Bars Are Closed,Thomas Rhett
2025-05-25,82,Amen,Shaboozey & Jelly Roll
2025-05-25,83,Whiskey In Reverse,Morgan Wallen
2025-05-25,84,Working Man's Song,Morgan Wallen
2025-05-25,85,Marlboro Rojo,Fuerza Regida
2025-05-25,86,House Again,Hudson Westbrook
2025-05-25,87,Peekaboo,Kendrick Lamar Featuring AzChike
2025-05-25,88,Crazy Eyes,Morgan Wallen
2025-05-25,89,Me Jalo,Fuerza Regida & Grupo Frontera
2025-05-25,90,Don't Say You Love Me,Jin
2025-05-25,91,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-05-25,92,Backseat Driver,Kane Brown
2025-05-25,93,Whiskey Drink,Jason Aldean
2025-05-25,94,Baile Inolvidable,Bad Bunny
2025-05-25,95,EOO,Bad Bunny
2025-05-25,96,Twilight Zone,Ariana Grande
2025-05-25,97,Revolving Door,Tate McRae
2025-05-25,98,Rather Lie,Playboi Carti & The Weeknd
2025-05-25,99,Whim Whamiee,PLUTO & YKNIECE
2025-05-25,100,Por Esos Ojos,Fuerza Regida
2025-06-01,1,Ordinary,Alex Warren
